id,orig,trans
0102Trial09_Hanna016,アンアンさんの具合が悪そうでしたので<br>医務室に運びましたけど……。,"我看安安身体不太舒服<br>
就送她去了医务室……"
0102Trial09_Hanna017,もしかしたらあの時、<br>魔法をかけられていたんですの！？,"难道她就是在那时<br>
给我施了魔法！？"
0102Trial10_Hanna001,あの扉、どう見ても自動じゃありませんでしたわー！<br>いい加減にしてくださいまし！,"那扇门怎么看都不是自动门呀！<br>
请你不要再胡闹了！"
0102Trial10_Hanna002,たぶんかかってもいたとは思いますわ！,就算门没开，钥匙应该也是有的！
0102Trial10_Hanna003,【占い】ですわー！！,是【占卜】！！
0102Trial10_Hanna004,か、看守まで……！？<br>この方、話せるんですの！？,"连、连看守都来了……！？<br>
它能说话吗！？"
0102Trial11_Hanna001,なら看守が鍵を置き忘れたとか、<br>盗まれた可能性は万に一つもありませんの？<br>絶対にないことなんですの？,"难道就没有一丝看守把钥匙忘在房间，<br>
或者被偷窃的可能吗？<br>
你就如此肯定？"
0102Trial11_Hanna002,……たしかに……そうかも……。,……好像……是这样……
0102Trial12_Hanna001,されてましたわ！,被绑住了啊！
0102Trial12_Hanna002,意味不明ですわー！！<br>これのどこがどのように証拠になりますの！？,"不懂你什么意思！！<br>
这到底哪里算得上证据！？"
0102Trial12_Hanna003,エマさんに清き一票をー！！,为艾玛投上公正的一票！！
0102Trial12_Hanna004,な、なんでそうなるんですのー！？,为、为什么是我呀！？
0102Trial12_Hanna005,そんなビビリじゃねーですわ！！<br>見くびらないでくださいましー！,"人家才没这么胆小！！<br>
请你不要太看不起人了！"
0102Trial12_Hanna006,その人物が新しい見解を示せるとは思えませんわ？<br>わたくしたちは議論をし尽くしたんですもの！,"我可不觉得她能提出什么新见解哦？<br>
我们都已经彻底讨论完了呀！"
0102Trial13_Hanna001,たとえばどんな関係があるんですの！？,比如说什么关联！？
0102Trial13_Hanna002,エマさん……それは言いがかりだと思いますわ！,艾玛小姐……这样说就有点牵强了！
0102Trial13_Hanna003,アンアンさんにデータの消去は無理ですわ！,安安不可能清除数据！
0102Trial14_Hanna001,ぜ、前提がガラガラと崩れていきますわ～～！？<br>混乱させるようなことを言わねーでくださいまし！！,"前、前提都要站不住脚了哦～～！？<br>
请你不要作出扰乱讨论的发言可以吗！！"
0102Trial14_Hanna002,とっても特徴的ですわー！,特征非常鲜明！
0102Trial14_Hanna003,どうして……<br>アンアンさんから……！,"为什么……<br>
是从安安的手机里……！"
0103Adv01_Hanna001,エマさん、なんのお話ですの？,艾玛，你有什么事要说呢？
0103Adv01_Hanna002,…………。,…………
0103Adv01_Hanna003,まったく……空気読めないヤツはこういう時、<br>ちょっと助かったりしますわね……。,"真是的……不懂看气氛的人在这种时候，<br>
反而让人觉得松了一口气呢……"
0103Adv01_Hanna004,恥ずかしげもなく<br>うすら寒いことを言えるんですもの。,"毕竟能毫不在意地<br>
说出这么肉麻的话呢。"
0103Adv01_Hanna005,わ、わたくしあなたのこと、<br>褒めてますのよ……！？,"我、<br>
我可是在夸你啊……！？"
0103Adv01_Hanna006,誰が言うか！！,谁会说那种话啊！！
0103Adv01_Hanna007,そうですわね。<br>ストレスが強まれば、魔女になってしまいますもの。,"说得对。<br>
压力太大的话，可是会变成魔女的。"
0103Adv01_Hanna008,そ、そうね、悪くない考えだと思いますわ。<br>別に仲良しグループでいたいわけじゃありませんけど。,"也、也是，这想法不错。<br>
虽然我并不是特别想和你们组成什么好朋友小组啦。"
0103Adv01_Hanna009,わたくしたちは、<br>わたくしたちのやり方でいきましょう。,我们就按我们自己的方式来吧。<br>
0103Adv01_Hanna010,でも……遊ぶって何をするのかしら？<br>エマさんにいいアイディアがあるんでしょう？,"不过……玩什么好呢？<br>
艾玛应该有什么好主意吧？"
0103Adv02_Hanna001,朝食を取りにいきましょう……<br>あら、エマさん？,"去吃早餐吧……<br>
咦，艾玛？"
0103Adv02_Hanna002,そんなの気にすんなですわ～！,别在意这种事啦～！
0103Adv09_Hanna001,…………。,…………
0103Adv09_Hanna002,！,！
0103Adv09_Hanna003,あ、あらエマさん！<br>びっくりしましたわ～！,"哎，哎呀艾玛！<br>
吓了我一跳～！"
0103Adv09_Hanna004,なんでもねーですわ！<br>きっ、気にしないでくださいまし！,"什么都没有！<br>
请、请不要在意！"
0103Adv09_Hanna005,べ、別に大したことじゃありませんのよ本当に！<br>危ないことをしているわけでもありません！,"真、真的不是什么大不了的事！<br>
也不是在做什么危险的事！"
0103Adv09_Hanna006,その……エマさんが少しでも<br>元気になるように、プレゼントを作っていますの。,"那个……我是在给艾玛做礼物，<br>
希望能让你开心起来。"
0103Adv09_Hanna007,エマさん、最近寝込んでいましたし、<br>お見舞いにもなるかなと……。,"因为艾玛你最近一直卧床，<br>
我就想给你做些东西，当作是慰问品……"
0103Adv09_Hanna008,騒がなくってもよろしくてよ！？<br>ぜんぜん大したものじゃありませんから！,"不用大惊小怪的啦！？<br>
不是什么很了不起的东西！"
0103Adv09_Hanna009,大したものじゃないんですから、<br>大げさにとらえないでくださいまし！,"真的不是什么特别的东西，<br>
请不要太当回事！"
0103Adv09_Hanna010,わたくし先に行ってますね！,我先过去了！
0103Adv12_Hanna001,常に虹が出てるの不気味ですけど、<br>こういう時はなんだか嬉しくなりますわね。,"虽然总是有彩虹出现很诡异，<br>
但在这种时候反而让人觉得开心呢。"
0103Adv12_Hanna002,友だちって認識で合ってますわよ。,是朋友没错哦。
0103Adv12_Hanna003,それ、意味が違うんじゃないかしら。,呃，这个词好像不是这样解释的啦。
0103Adv12_Hanna004,あら、もう帰るんですの？,哎呀，要回去了吗？
0103Adv12_Hanna005,ほうきで何をするつもりですの？,要用扫帚做什么？
0103Adv12_Hanna006,なっ……。,什么……
0103Adv12_Hanna007,捕まった直後のあのやばい状況下で<br>そんなこと考えてましたのあなた！？,"你在刚被抓来时的那种危险情况下<br>
居然在想这种事！？"
0103Adv12_Hanna008,大げさに言って乗せようとしてません！？,你在故意说得夸张想让我上当吧！？
0103Adv12_Hanna009,あ、あなたも魔女候補でしょう！？<br>あなたがやればいーんじゃねーかしら！？,"你、你不也是预备魔女吗！？<br>
怎么你不自己来！？"
0103Adv12_Hanna010,唯一っていうな！,别说是独一无二！
0103Adv12_Hanna011,う、うぅ……。,唔、唔……
0103Adv12_Hanna012,……わかりましたわよ！<br>やればいいんでしょ、やれば！,"……知道了！<br>
试试就试试吧！"
0103Adv12_Hanna013,くっ……お、おも……。,唔……好、好重……
0103Adv12_Hanna014,魔女になったらダメでしょうが！,不可以变成魔女啊！
0103Adv12_Hanna015,わたくしは楽しくありませんがっ！？,我可一点都不开心哇！？
0103Adv12_Hanna016,バカなの！？,你傻了吗！？
0103Adv12_Hanna017,塀を越えるんだったら、<br>ほうきとあなたを捨てるに決まってるでしょう！？,"要是能飞过围墙的话，<br>
我肯定会把你和扫帚都丢下去！"
0103Adv12_Hanna018,これは魔法のほうきじゃなくて清掃用のほうき！,这只是清洁用的扫帚又不是魔法扫帚！
0103Adv12_Hanna019,ほんと捨ててやりたいですわ～！,真想把你丢下去啊～！
0103Adv12_Hanna020,くっつくなですわ～！ あつくるしい～！,别贴这么近啦～！好热～！
0103Adv12_Hanna021,あなたがそれを言う！？,你还好意思说！？
0103Adv13_Hanna001,ぜぇ、ぜぇ、ぜぇ……。,呼、呼、呼……
0103Adv13_Hanna002,冷たいのでいいですわ……<br>いい運動になりましたわ、まったく。,"凉的就好……<br>
雪莉可真会指导人锻炼身体啊，哼。"
0103Adv13_Hanna003,ちょっと、シェリーさん！<br>そんな聞き方……！,"等等，雪莉！<br>
有你这样问的吗……！"
0103Adv13_Hanna004,それは……そうかもしれないですけど……。,这倒是……没错，但是……
0103Adv13_Hanna005,なんなんですのそれ！？<br>許しがたいですわね……！,"这是怎么回事！？<br>
太过分了……！"
0103Adv13_Hanna006,あなたはありそうですわ。,你这种性格，确实有这种经历也不奇怪。
0103Adv13_Hanna007,えっ、わ、わたくし……？,欸？我、我吗……？
0103Adv13_Hanna008,わたくしは、その……見りゃわかるでしょう！？<br>お、お金持ちの令嬢ですわ！,"我是……那个……看就知道了吧！？<br>
我、我是有钱人家的大小姐！"
0103Adv13_Hanna009,蝶よ花よとちやほや育てられましたの！<br>毎日贅沢三昧！ あの頃が懐かしいですわ！,"被当成掌上明珠宠爱着！<br>
每天过着奢侈的生活！真怀念以前的生活啊！"
0103Adv13_Hanna010,わたくしの話はもういいでしょう！？<br>シェリーさんはどうなんですの！？,"我的事就不用说了吧！？<br>
雪莉你是怎样的？"
0103Adv13_Hanna011,あなたが聞いたからでしょう！<br>いちいち煽らないでくださいまし！,"明明是你先问的！<br>
别总是这样挑衅啊！"
0103Adv13_Hanna012,そんなの見てりゃわかりますわ……。,这种事一看就知道了……
0103Adv13_Hanna013,い、いきなり爆弾を落としますわね……。,突、突然扔下这样的重磅炸弹……
0103Adv13_Hanna014,メルルさん、泣かないでちょうだい……。,梅露露，别哭了……
0103Adv14_Hanna001,エ、エマさん！<br>た、大変ですわ～っ！,"艾、艾玛！<br>
出、出大事了～！"
0103Adv14_Hanna002,シェリーさんです！<br>シェリーさんが暴れているんですわ～！,"是雪莉！<br>
雪莉在闹事～！"
0103Adv14_Hanna003,あのゴリラ女！<br>いつか暴走するんじゃないかと思っていましたわ！,"那个猩猩女！<br>
我就知道她迟早会失控！"
0103Adv14_Hanna004,暴れてどうにかなるなんて、<br>そんなわけありませんのに！,"闹事能解决什么啊，<br>
根本不可能嘛！"
0103Adv14_Hanna005,牢屋敷を壊そうとするなんて、<br>看守に殺されてしまうかも！,"居然想要破坏监牢，<br>
说不定会被看守杀掉的！"
0103Adv14_Hanna006,どーこが頭脳派探偵ですの～！<br>脳みそ筋肉お花畑ですわ～！,"哪里像个头脑派侦探啊～！<br>
脑子里根本全都是肌肉～！"
0103Adv14_Hanna007,な、何を考えていますのっ,你、你到底在想什么！
0103Adv14_Hanna008,だからって、こんな破壊行動したら看守に連行されて<br>懲罰房行きになりますわよ！,"就算这样，<br>
这么闹也会被看守抓去惩罚室的！"
0103Adv14_Hanna009,いやそりゃ、<br>あなたくらいしか破壊行動ができないからでしょうに。,"那是因为<br>
只有你这种人才能做出这种破坏行为吧。"
0103Adv14_Hanna010,あなた、大人しくできませんの！？,你就不能安分一点吗！？
0103Adv14_Hanna011,だからって暴れたところで……。,可是闹事也是……
0103Adv14_Hanna012,わたくしだって……嫌ですわ……。,我也……讨厌这样……
0103Adv14_Hanna013,でも、こんなことしたって、<br>なんにもならないじゃないの……。,"但是，做这种事情，<br>
什么都改变不了啊……"
0103Adv14_Hanna014,あなた、バカよ。<br>本当にバカよ……。,"你这个笨蛋。<br>
真是个笨蛋……"
0103Adv14_Hanna015,脳筋バカ、ノンデリクソ女。,肌肉笨蛋，不识空气的臭女人。
0103Adv14_Hanna016,最悪ですわ！ わたくしそんなことしていませんのに！,太糟糕了！我明明什么都没做！
0103Adv14_Hanna017,まったくシェリーさんはどれだけ迷惑をかけますの！？<br>片づけますわよ！,"雪莉你到底要给我们添多少麻烦啊！？<br>
快来收拾！"
0103Adv15_Hanna001,シェリーさん、声はちっさくですわ！<br>見つかったら大変ですわ～！,"雪莉，小声点！<br>
要是被发现就完蛋了～！"
0103Adv15_Hanna002,シェリーさん、<br>声を落としなさいって言ってますでしょう！？,"雪莉，<br>
不是说了要小声一点吗！？"
0103Adv15_Hanna003,あの塀さえ越えられたら……。,要是能翻过那道墙的话……
0103Adv15_Hanna004,それで、シェリーさんはわたくしたちを<br>どこに連れていくつもりですの？,"话说回来，雪莉，<br>
你到底要带我们去哪里？"
0103Adv15_Hanna005,こんなところがありましたの！？,竟然还有这种地方！？
0103Adv15_Hanna006,それなら、<br>そのうち看守が来るんじゃありませんの……？,"那、<br>
那岂不是随时可能有看守过来……？"
0103Adv15_Hanna007,あのクソまずい料理から解放されるかも……！,终于可以摆脱那些难吃的食物了……！
0103Adv15_Hanna008,きぃぃ。,噫噫噫！
0103Adv15_Hanna009,なんとしても探すのよメルルさん！,一定要找到啊，梅露露！
0103Adv16_Hanna001,エマさん、<br>食事に行きません？,"艾玛，<br>
要一起去用餐吗？"
0103Adv16_Hanna002,エマさん、あなた……！<br>大変、ひどい熱ですわ！,"艾玛，你……！<br>
天啊，发着这么高的烧！"
0103Adv16_Hanna003,やっぱり、良くなってなかったのですね……！<br>無理をしないように、あれほど言いましたのに！,"果然你的病还没有好……！<br>
明明都叫你不要勉强自己了！"
0103Adv16_Hanna004,……っ、大丈夫なわけないでしょう！？<br>それにこの手……。,"……怎么可能没事！？<br>
而且你的手……"
0103Adv16_Hanna005,傷だらけじゃありませんか！<br>一体何をなさっていたの！？,"手上全是伤啊！<br>
你到底在做什么！？"
0103Adv16_Hanna006,どいつもこいつも、<br>なんてバカなの……！<br>わたくしの周り、バカばっかりじゃないの！,"一个个都这么傻……！<br>
我身边怎么都是些笨蛋啊！<br>"
0103Adv16_Hanna007,気をしっかりもってくださいまし、<br>エマさん！,"你要坚持住啊，<br>
艾玛！"
0103Adv16_Hanna008,シェリーさんとメルルさんを呼んできます！,我这就去叫雪莉和梅露露来！
0103Adv27_Hanna001,……わたくし、<br>魔女になりかけているのだと思います。,"……我想，<br>
我已经快要变成魔女了。"
0103Adv27_Hanna002,こんなに魔法が強くなっているなら、<br>もう時間は残されていないでしょうね。,"魔法已经变得这么强了，<br>
恐怕留给我的时间不多了。"
0103Adv27_Hanna003,――ねぇ、シェリーさん。,——我说，雪莉。
0103Adv27_Hanna004,わたくしが魔女になる前に、<br>いっそ殺してくれないかしら。,"在我变成魔女之前，<br>
能请你杀了我吗？"
0103Adv27_Hanna005,ええ、本気に取ってもらわなくてもいいわ。<br>もしもの話よ。,"嗯，你不用当真。<br>
就当是假设好了。"
0103Adv27_Hanna006,でもわたくし、魔女になりたくありませんの。,但我真的不想变成魔女。
0103Adv27_Hanna007,魔女になって、誰かを憎んだり、<br>殺意を抱いたりしたくないんですの。,"我不想变成魔女，<br>
去憎恨他人，心怀杀意。"
0103Adv27_Hanna008,この監獄の決められた流れに、<br>組み込まれたくない。,"我不想心甘情愿地接受<br>
这座监牢为我们编排的既定命运。"
0103Adv27_Hanna009,魔女になるのが避けられないのなら、<br>せめて抗いたい。,"如果躲不开成为魔女的宿命，<br>
至少我想要反抗一下。"
0103Adv27_Hanna010,だからあなたにしか打ち明けていないんじゃないの。,所以我才只告诉你一个人啊。
0103Adv27_Hanna011,だぁっ、違うわよ！<br>完全犯罪を目指すのよ！,"哎，不对啦！<br>
要做就做完美犯罪啊！"
0103Adv27_Hanna012,できるでしょう？ 名探偵のあなたなら。,你一定能做到的吧？你可是名侦探啊。
0103Adv27_Hanna013,もしもの話だけれど、もしも、もしも……<br>その時が来たら。,"虽然只是假设。但是，如果……<br>
如果那一天真的来临的话。"
0103Adv27_Hanna014,約束よ。あなたは絶対に死なないで。,约好了哦，你一定不能死。
0103Adv28_Hanna001,その……エマさんが少しでも<br>元気になるように、プレゼントを作っていますの。,"那个……我是在给艾玛做礼物，<br>
希望能让你开心起来。"
0103Adv28_Hanna002,エマさん、最近寝込んでいましたし、<br>お見舞いにもなるかなと……。,"因为艾玛你最近一直卧床，<br>
我就想给你做些东西，当作是慰问品……"
0103Adv28_Hanna003,騒がなくってもよろしくてよ！？<br>ぜんぜん大したものじゃありませんから！,"不用大惊小怪的啦！？<br>
不是什么很了不起的东西！"
0103Bad02_Hanna001,ちょっ、そんなに抱きついたらっ……<br>苦しいですわ！ 馬鹿力！,"呀，怎么这样抱过来……<br>
喘不过气了！你抱太紧了！"
0103Bad02_Hanna002,これは、揺らしてるんじゃなくて……<br>あなたが重くて……っ,"这不是我在晃……<br>
是你太重了……"
0103Bad02_Hanna003,もう無理……っ！,我已经……撑不住了……！
0103Bad02_Hanna004,楽しいのは……ぜえ、ぜえ……<br>あなただけ……ぜえ、ぜえ……。,"觉得有趣的……呼、呼……<br>
只有你一个人……呼、呼……"
0103Bad02_Hanna005,あなたは……先に戻っても、いいんですのよ！,你……可以先回去的！
0103Bad02_Hanna006,まあ……悪くはないですわね。,嗯……确实不错呢。
0103Bad02_Hanna007,べ、別に……わたくしは来たくて来たわけじゃ……。,我、我可不是……自己想来的……
0103Bad02_Hanna008,……たしかに、悪い気分ではないですけど。,……确实，感觉还不错呢。
0103Bad02_Hanna009,何を言ってるんですの？<br>そんなの無理に決まってますわ。,"你在说什么呀？<br>
那怎么行呢。"
0103Bad02_Hanna010,どうしてって……逃げても、<br>すぐに看守に捕まってしまうでしょう。,"为什么……就算逃跑，<br>
很快就会被看守抓住的吧。"
0103Bad02_Hanna011,捕まらない、ところまで……。,逃到，抓不到的地方……
0103Bad02_Hanna012,……本当に、そう思ってますの？,……你真的，这么认为吗？
0103Bad02_Hanna013,そう、ですわね。,是啊。
0103Bad02_Hanna014,あなただけでは心配ですし……<br>わたくしも、ついて行って差し上げます。,"只有你一个人的话我会担心的……<br>
我也跟你一起去。"
0103Bad02_Hanna015,あ、でも……あの２人は……。,啊，但是……那两个人……
0103Bad02_Hanna016,……いい考えですわね。,……这主意真不错呢。
0103Bad02_Hanna017,それじゃあ、行きますわよ<br>一緒に……。,"那，走吧。<br>
我们一起……"
0105Adv10_Hanna001,その……エマさんが少しでも<br>元気になるように、プレゼントを作っていますの。,"那个……我是在给艾玛做礼物，<br>
希望能让你开心起来。"
0105Adv10_Hanna002,エマさん、最近寝込んでいましたし、<br>お見舞いにもなるかなと……。,"因为艾玛你最近一直卧床，<br>
我就想给你做些东西，当作是慰问品……"
0105Adv10_Hanna003,騒がなくってもよろしくてよ！？<br>ぜんぜん大したものじゃありませんから！,"不用大惊小怪的啦！？<br>
不是什么很了不起的东西！"
0201Adv04_Hanna001,ちょっとあなた、なんでそんなに偉そうなんですの！？<br>一体何様――。,"你这个人怎么回事，怎么能那么自以为是！？<br>
你以为你是谁——"
0201Adv04_Hanna002,……ふんっ、遠野ハンナですわ。<br>お見知りおきあそばっ……お見知りおきあそばせせ？,"……呵，我是远野汉娜。<br>
往后请多多指照……往后请多多关教？"
0201Adv04_Hanna003,最後まで言う必要ねーですわ。<br>もうみんなわかってますし。,"不用说到最后了哇。<br>
大家都已经明白了。"
0201Adv05_Hanna001,ちょっと、何をしていますのあなた……？,喂，你在做什么啊……？
0201Adv05_Hanna002,配信……？ そんな機能もあるんですの？,直播……？还有这种功能吗？
0201Adv05_Hanna003,あなた、誰と話してますの……？,你在和谁说话啊……？
0201Adv05_Hanna004,あてぃし？ 自分で自分に話しかけているってこと？<br>あなたまさかやべーやつなんですの？,"和自己说话？你是在自言自语吗？<br>
你该不会是个疯子吧？"
0201Adv05_Hanna005,？？？,？？？
0201Adv07_Hanna001,これがわたくしの魔法ですわあぁっ,这就是我的魔法哇哇哇～
0201Adv09_Hanna001,わたくしたちが悪かったですわ……！,是我们错了……！
0201Adv09_Hanna002,そっ、そんな怒鳴らないでくださいまし……！<br>わたくしたちだって、こんなことになるなんて……。,"请、请不要这么大声呵斥我们……！<br>
我们也没想到会变成这样……"
0201Adv09_Hanna003,看守があんなに強くて怖いなんて、<br>聞いてねーですわよ……。,"我们可没听说过<br>
看守那么强大，那么可怕呀……"
0201Adv09_Hanna004,す、すごいですけど、<br>これってなんか意味あるんですの……？,"虽、虽然很厉害，<br>
但这有什么意义呢……？"
0201Adv09_Hanna005,そうですの……。,是这样啊……
0201Adv13_Hanna001,出ましたわね。風紀委員……。,纪律委员大驾光临了哇……
0201Adv13_Hanna002,毎日何度も私たちの部屋の見回りまでしておいて、<br>風紀委員じゃなくてなんだって言うんですの……。,"每天巡视好几次我们的房间，<br>
不是纪律委员是什么啊……"
0201Adv13_Hanna003,しっかし、それにしたって……<br>なんでわたくしたちが拉致されなきゃなりませんの？,"不过，即便如此……<br>
为何我们非得被绑架到这里来呢？"
0201Adv13_Hanna004,シンプルに最悪ですわ～……。,太糟糕了哇……
0201Adv13_Hanna005,ちょっと待ってくださいまし。<br>ふたつめは、ありえますの？,"请稍等。<br>
第二种可能性，当真存在吗？"
0201Adv13_Hanna006,魔法が知りたいだけなら<br>わざわざ手間暇かけて<br>こんな場所に監禁までしなくたって……！,"若只是想了解魔法的话<br>
没必要大费周章<br>
将我们囚禁在这种地方吧……！"
0201Adv13_Hanna007,……ヒロさん。<br>あなた、それ、いつ気付いたんですの？,"……希罗。<br>
你是什么时候想到这些的？"
0201Adv13_Hanna008,て、敵には回したくないお方ですわね……。,真、真不想和你敌对呢……
0201Adv17_Hanna001,ここは作業するにはうってつけですわ～！<br>わたくしも使わせてもらいますわね！,"这里真是太适合做手工了～！<br>
也让我用用这里哇！"
0201Adv21_Hanna001,ヒロさんあなた……何してらっしゃいますの？,希罗……你在做什么呢？
0201Adv22_Hanna001,いやあぁぁぁあ！！,不要啊啊啊啊！！
0201Adv23_Hanna001,全員処刑なんてめちゃくちゃですわ……！,全员处决也太荒唐了哇……！
0201Adv26_Hanna001,ううぅ！,呜呜！
0201Bad02_Hanna001,出てきなさいですわー！,快给我出来呀～！
0201Bad02_Hanna002,なんですの！ なんなんですの！？,怎么回事呀！这到底是怎么回事呀！？
0201Bad02_Hanna003,ひっ――！,噫——！
0201Trial00_Hanna001,ひっ……！？<br>さっき触ってしまいましたわー！？,"呀！？<br>
我、我刚才摸到了欸！？"
0201Trial00_Hanna002,さっき洗いましたわー！,我刚才已经洗过了！
0201Trial00_Hanna003,……やっぱり、犯人はヒロさんとしか思えませんわ。,……我还是觉得，凶手只可能是希罗。
0201Trial00_Hanna004,現場に倒れているなんて……<br>怪しすぎるんじゃありませんこと！？,"她倒在了现场……<br>
不觉得很可疑吗！？"
0201Trial01_Hanna001,こちらの部屋から見ても、<br>同じ状況ですわ……！,"从我们房间的视角来看，<br>
情况也是一样的……！"
0201Trial01_Hanna002,"つまり、ヒロさんが<br>メルルさんを<br><link=""Objection_02_01_01_01"">お殺しになって</link>、<br><link=""Objection_02_01_01_02"">すぐに</link>私たちは<br>駆けつけたんですわ～～！","也就是说，<br>
希罗<link=""Objection_02_01_01_01"">杀了梅露露之后</link>，<br>
我们<link=""Objection_02_01_01_02"">立刻</link><br>
就赶来了～～！<br>"
0201Trial01_Hanna003,ゴクチョーも言ってましたし、<br>どう見ても死んでましたわー！,"连典狱长也说她死了，<br>
不管怎么看她都死了！"
0201Trial01_Hanna004,な、なんですの失礼な！？<br>あなた自分の立場がわかっていらっしゃいますの！？,"搞、搞什么，你很没礼貌欸！？<br>
你知道自己现在是什么立场吗！？"
0201Trial01_Hanna005,……あっ！？,……啊！？
0201Trial01_Hanna006,うぐっ……！？,唔唔……！？
0201Trial01_Hanna007,そ、それは……！？,这、这个嘛……！？
0201Trial01_Hanna008,おっしゃる通りですわー！,你说得对！
0201Trial02_Hanna001,下手な言い訳にしか聞こえませんわー！？,在我听来根本就是就是狡辩好吗！？
0201Trial03_Hanna001,じゃあやっぱり……<br>ヒロさんが犯人ですの～！？,"所以说到头来……<br>
凶手还是希罗，对不对～！？"
0201Trial03_Hanna002,たしかに……考えにくいですわー！,确实……难以想像啊！
0201Trial04_Hanna001,わ……わたくしですのー！？,你……你说我吗！？
0201Trial04_Hanna002,……ちょちょちょ、ちょっと待ちやがりなさい！？<br>あなたまで、何を言ってるんですの！？,"……等、等、等、等一下！？<br>
怎么连你也在乱说！？"
0201Trial04_Hanna003,あ、あ、ありますぅぅ！<br>だ、だってわたくし、できませんもの！！,"有、有、有异议！<br>
因、因为我根本做不到啊！！"
0201Trial04_Hanna004,わたくしには、完っ璧なアリバイがあるんですわ！<br>それを今から教えてやりますわー！,"本小姐可是有完美的不在场证明哦！<br>
现在就来告诉你们！"
0201Trial05_Hanna001,"わたくしたち１時間ほど、<br>ず～っと<br>自分たちの部屋に<br><link=""Objection_02_01_05_01"">いました</link>わ！","我们一直<br>
<link=""Objection_02_01_05_01"">待在</link>自己的<br>
房间里，<br>
足足有一个小时！"
0201Trial05_Hanna002,"わたくしが<br>部屋を出ていないのは、<br>ココさんとミリアさん、<br>レイアさんが<link=""Objection_02_01_05_02"">証明できる</link>と<br>思いますの！","我没有离开房间<br>
这一点，<br>
可可、米莉亚<br>
还有蕾雅<br>
都<link=""Objection_02_01_05_02"">可以作证</link>！"
0201Trial05_Hanna003,あ、ありえねーですわ！！,这、这不可能啊！！
0201Trial05_Hanna004,わたくしのアリバイは完っ璧ですわ！<br>むしろアリバイがないのは<br>ヒロさんのほうですわ～～！？,"我的不在场证明可是完美无缺的！<br>
反倒是希罗你<br>
根本没有不在场证明吧～～！？"
0201Trial05_Hanna005,そんなこと、わたくしたちしてませんわ～！！,我们绝对没有做这种事～！！
0201Trial05_Hanna006,何かが【パリン】と割れる短い音でしたわー！,是某种东西【啪嚓】一声碎掉的，非常短促的声音！
0201Trial06_Hanna001,それで、わたくしもココさんについていったんですわ。,然后，我也跟着可可去了。
0201Trial06_Hanna002,決して部屋でひとりになるのがさびしかった……<br>とか、そういう理由ではありませんからね……？,"绝对不是因为一个人待在房间里会觉得孤单……<br>
绝对不是哦……？"
0201Trial06_Hanna003,１人たりとも、１歩も出ていませんわ！<br>わたくしたちのアリバイは完っ璧ですわー！,"没有任何人走出过一步！<br>
我们的不在场证明是十～分完美的哦！"
0201Trial06_Hanna004,わたくしにはべつに聞こえてませんでしたわ？,我倒是完全没有听到欸？
0201Trial06_Hanna005,でも、現場にそれらしい機器はなかったんですわよね？,可是，现场没有发现任何能播放录音的设备欸？
0201Trial06_Hanna006,さすがに６人の証言を疑うのはおかしいですわ～！,竟然同时怀疑我们六个人的证词，脑子是不是出问题了哇～！
0201Trial07_Hanna001,矛盾って……なんですの？,矛盾……？什么矛盾？
0201Trial08_Hanna001,それはどうしてですの？,这是为什么呢？
0201Trial08_Hanna002,で、でもどうしてメルルさんが<br>そんな嘘をつく必要があるんですのー！？,"可、可是梅露露她<br>
为什么要撒这种谎呢！？"
0201Trial08_Hanna003,そんな……レイアさん、<br>あなたが本当に……！？,"怎么会……蕾雅，<br>
难道你真的……！？"
0201Trial08_Hanna004,ややこしいこと言わないでくださいまし！！,请不要在那里捣乱了好吗！！
0201Trial08_Hanna005,たしかに……<br>レイアさんは死体発見の１時間前からずっと<br>わたくしたちと一緒にいましたわね。,"是啊……<br>
蕾雅从发现尸体1小时前开始，<br>
就一直跟我们待在一起。"
0201Trial09_Hanna001,推理がアクロバティックすぎですわー！,你的推理就跟杂技一样乱来哇！
0201Trial11_Hanna001,ど、どういうことですの……！？,这、这是什么意思啊……！？
0201Trial11_Hanna002,ま、毎日何度も見回りしていたのには<br>そんな理由が……！？,"你、你每天来回巡视<br>
竟然是为了这个原因……！？"
0201Trial11_Hanna003,はれんちですわー！,太下流啦——！
0201Trial11_Hanna004,あ……怪しいですわ！,太……太可疑了！
0201Trial12_Hanna001,………。,………
0202Adv01_Hanna001,気持ちはわかりますけれど……<br>体力をつけるためには、<br>もう少し食べておいたほうがいいですわよ。,"虽然能理解你的心情啦……<br>
不过，为了维持体力，<br>
还是多吃一点比较好哦。"
0202Adv01_Hanna002,それにしても驚きでしたわ。<br>ゲストハウスから、あんな地下施設に<br>辿り着くだなんて……。,"话说回来真是吓我一跳。<br>
没想到还能从招待所<br>
走到那样的地下设施……"
0202Adv01_Hanna003,まったくですわ。<br>地下から島の外に出られる海底トンネルとか、<br>あってもよさそうですのに！,"就是说呀。<br>
如果有个从地下逃往岛外的海底隧道什么的<br>
该有多好！"
0202Adv01_Hanna004,くそー！ 腹立たしいですわ！,可恶！真叫人恼火！
0202Adv01_Hanna005,……はい？ なんですの？,……啊？什么意思？
0202Adv02_Hanna001,仲を深めると言ったって、<br>具体的には何をするんですの？,"你说要让大家搞好关系，<br>
那具体要做些什么呢？"
